"sample1"	"sample2"	"PF3D7_13_V3"
"1"	"KO_40h_rep2"	"KO_40h_rep2"	1
"2"	"KO_40h_rep1"	"KO_40h_rep2"	0.581837594445429
"3"	"WT_40h_rep2"	"KO_40h_rep2"	0.852614793632334
"4"	"WT_40h_rep1"	"KO_40h_rep2"	0.334691269032833
"5"	"KO_16h_rep2"	"KO_40h_rep2"	0.827465006516193
"6"	"KO_16h_rep1"	"KO_40h_rep2"	0.754418305709894
"7"	"WT_16h_rep2"	"KO_40h_rep2"	0.790405418154462
"8"	"WT_16h_rep1"	"KO_40h_rep2"	0.620786293507965
"9"	"KO_40h_rep2"	"KO_40h_rep1"	0.581837594445429
"10"	"KO_40h_rep1"	"KO_40h_rep1"	1
"11"	"WT_40h_rep2"	"KO_40h_rep1"	0.433825492560651
"12"	"WT_40h_rep1"	"KO_40h_rep1"	0.344365820630995
"13"	"KO_16h_rep2"	"KO_40h_rep1"	0.548287597733487
"14"	"KO_16h_rep1"	"KO_40h_rep1"	0.618306101943278
"15"	"WT_16h_rep2"	"KO_40h_rep1"	0.457247371497153
"16"	"WT_16h_rep1"	"KO_40h_rep1"	0.730556360625141
"17"	"KO_40h_rep2"	"WT_40h_rep2"	0.852614793632334
"18"	"KO_40h_rep1"	"WT_40h_rep2"	0.433825492560651
"19"	"WT_40h_rep2"	"WT_40h_rep2"	1
"20"	"WT_40h_rep1"	"WT_40h_rep2"	0.334007553440748
"21"	"KO_16h_rep2"	"WT_40h_rep2"	0.693639139112113
"22"	"KO_16h_rep1"	"WT_40h_rep2"	0.597120433422305
"23"	"WT_16h_rep2"	"WT_40h_rep2"	0.859219625668726
"24"	"WT_16h_rep1"	"WT_40h_rep2"	0.485642042539761
"25"	"KO_40h_rep2"	"WT_40h_rep1"	0.334691269032833
"26"	"KO_40h_rep1"	"WT_40h_rep1"	0.344365820630995
"27"	"WT_40h_rep2"	"WT_40h_rep1"	0.334007553440748
"28"	"WT_40h_rep1"	"WT_40h_rep1"	1
"29"	"KO_16h_rep2"	"WT_40h_rep1"	0.432759522452391
"30"	"KO_16h_rep1"	"WT_40h_rep1"	0.376022813883043
"31"	"WT_16h_rep2"	"WT_40h_rep1"	0.40714995185988
"32"	"WT_16h_rep1"	"WT_40h_rep1"	0.326948508853695
"33"	"KO_40h_rep2"	"KO_16h_rep2"	0.827465006516193
"34"	"KO_40h_rep1"	"KO_16h_rep2"	0.548287597733487
"35"	"WT_40h_rep2"	"KO_16h_rep2"	0.693639139112113
"36"	"WT_40h_rep1"	"KO_16h_rep2"	0.432759522452391
"37"	"KO_16h_rep2"	"KO_16h_rep2"	1
"38"	"KO_16h_rep1"	"KO_16h_rep2"	0.859990472011441
"39"	"WT_16h_rep2"	"KO_16h_rep2"	0.867889911323528
"40"	"WT_16h_rep1"	"KO_16h_rep2"	0.703776117033311
"41"	"KO_40h_rep2"	"KO_16h_rep1"	0.754418305709894
"42"	"KO_40h_rep1"	"KO_16h_rep1"	0.618306101943278
"43"	"WT_40h_rep2"	"KO_16h_rep1"	0.597120433422305
"44"	"WT_40h_rep1"	"KO_16h_rep1"	0.376022813883043
"45"	"KO_16h_rep2"	"KO_16h_rep1"	0.859990472011441
"46"	"KO_16h_rep1"	"KO_16h_rep1"	1
"47"	"WT_16h_rep2"	"KO_16h_rep1"	0.728304177416453
"48"	"WT_16h_rep1"	"KO_16h_rep1"	0.830876180855862
"49"	"KO_40h_rep2"	"WT_16h_rep2"	0.790405418154462
"50"	"KO_40h_rep1"	"WT_16h_rep2"	0.457247371497153
"51"	"WT_40h_rep2"	"WT_16h_rep2"	0.859219625668726
"52"	"WT_40h_rep1"	"WT_16h_rep2"	0.40714995185988
"53"	"KO_16h_rep2"	"WT_16h_rep2"	0.867889911323528
"54"	"KO_16h_rep1"	"WT_16h_rep2"	0.728304177416453
"55"	"WT_16h_rep2"	"WT_16h_rep2"	1
"56"	"WT_16h_rep1"	"WT_16h_rep2"	0.605301671007381
"57"	"KO_40h_rep2"	"WT_16h_rep1"	0.620786293507965
"58"	"KO_40h_rep1"	"WT_16h_rep1"	0.730556360625141
"59"	"WT_40h_rep2"	"WT_16h_rep1"	0.485642042539761
"60"	"WT_40h_rep1"	"WT_16h_rep1"	0.326948508853695
"61"	"KO_16h_rep2"	"WT_16h_rep1"	0.703776117033311
"62"	"KO_16h_rep1"	"WT_16h_rep1"	0.830876180855862
"63"	"WT_16h_rep2"	"WT_16h_rep1"	0.605301671007381
"64"	"WT_16h_rep1"	"WT_16h_rep1"	1
