Gene stable ID	Gene stable ID version	Gene name	NCBI gene (formerly Entrezgene) ID
ENSG00000148925	ENSG00000148925.11	BTBD10	84280
ENSG00000187699	ENSG00000187699.10	C2orf88	84281
ENSG00000291712	ENSG00000291712.1	RNF135	84282
ENSG00000181481	ENSG00000181481.14	RNF135	84282
ENSG00000163472	ENSG00000163472.19	TMEM79	84283
ENSG00000135778	ENSG00000135778.12	NTPCR	84284
ENSG00000175376	ENSG00000175376.9	EIF1AD	84285
ENSG00000127419	ENSG00000127419.17	TMEM175	84286
ENSG00000171307	ENSG00000171307.19	ZDHHC16	84287
ENSG00000203666	ENSG00000203666.13	EFCAB2	84288
ENSG00000168395	ENSG00000168395.16	ING5	84289
ENSG00000256812	ENSG00000256812.2	CAPNS2	84290
ENSG00000123154	ENSG00000123154.12	WDR83	84292
ENSG00000122378	ENSG00000122378.14	PRXL2A	84293
ENSG00000147679	ENSG00000147679.12	UTP23	84294
ENSG00000156531	ENSG00000156531.18	PHF6	84295
ENSG00000147536	ENSG00000147536.12	GINS4	84296
ENSG00000139233	ENSG00000139233.7	LLPH	84298
ENSG00000141741	ENSG00000141741.12	MIEN1	84299
ENSG00000003400	ENSG00000003400.16	CASP10	843
ENSG00000137288	ENSG00000137288.10	UQCC2	84300
ENSG00000197312	ENSG00000197312.13	DDI2	84301
ENSG00000159685	ENSG00000159685.11	CHCHD6	84303
ENSG00000149761	ENSG00000149761.9	NUDT22	84304
ENSG00000170473	ENSG00000170473.17	PYM1	84305
ENSG00000126249	ENSG00000126249.8	PDCD2L	84306
ENSG00000186812	ENSG00000186812.13	ZNF397	84307
ENSG00000168101	ENSG00000168101.15	NUDT16L1	84309
ENSG00000146540	ENSG00000146540.15	C7orf50	84310
ENSG00000277936	ENSG00000277936.4	MRPL45	84311
ENSG00000278845	ENSG00000278845.5	MRPL45	84311
ENSG00000100916	ENSG00000100916.14	BRMS1L	84312
ENSG00000131475	ENSG00000131475.7	VPS25	84313
ENSG00000179029	ENSG00000179029.15	TMEM107	84314
ENSG00000164077	ENSG00000164077.15	MON1A	84315
ENSG00000183011	ENSG00000183011.14	NAA38	84316
ENSG00000136710	ENSG00000136710.10	CCDC115	84317
ENSG00000120647	ENSG00000120647.10	CCDC77	84318
ENSG00000184220	ENSG00000184220.12	CMSS1	84319
ENSG00000230124	ENSG00000230124.8	ACBD6	84320
ENSG00000051596	ENSG00000051596.10	THOC3	84321
ENSG00000205323	ENSG00000205323.9	SARNP	84324
ENSG00000130731	ENSG00000130731.16	METTL26	84326
ENSG00000132846	ENSG00000132846.6	ZBED3	84327
ENSG00000162441	ENSG00000162441.12	LZIC	84328
ENSG00000122986	ENSG00000122986.14	HVCN1	84329
ENSG00000133250	ENSG00000133250.14	ZNF414	84330
ENSG00000172366	ENSG00000172366.20	MCRIP2	84331
ENSG00000180628	ENSG00000180628.15	PCGF5	84333
ENSG00000256053	ENSG00000256053.9	COA8	84334
ENSG00000204673	ENSG00000204673.11	AKT1S1	84335
ENSG00000091947	ENSG00000091947.10	TMEM101	84336
ENSG00000130165	ENSG00000130165.11	ELOF1	84337
ENSG00000122707	ENSG00000122707.12	RECK	8434
ENSG00000164347	ENSG00000164347.18	GFM2	84340
ENSG00000213380	ENSG00000213380.16	COG8	84342
ENSG00000163755	ENSG00000163755.9	HPS3	84343
ENSG00000168497	ENSG00000168497.5	CAVIN2	8436
ENSG00000149182	ENSG00000149182.15	ARFGAP2	84364
ENSG00000155438	ENSG00000155438.12	NIFK	84365
ENSG00000111344	ENSG00000111344.12	RASAL1	8437
ENSG00000168172	ENSG00000168172.9	HOOK3	84376
ENSG00000085999	ENSG00000085999.13	RAD54L	8438
ENSG00000035681	ENSG00000035681.9	NSMAF	8439
ENSG00000143318	ENSG00000143318.13	CASQ1	844
ENSG00000071051	ENSG00000071051.14	NCK2	8440
ENSG00000120306	ENSG00000120306.11	CYSTM1	84418
ENSG00000166920	ENSG00000166920.13	C15orf48	84419
ENSG00000116906	ENSG00000116906.13	GNPAT	8443
ENSG00000198286	ENSG00000198286.11	CARD11	84433
ENSG00000167555	ENSG00000167555.14	ZNF528	84436
ENSG00000170903	ENSG00000170903.12	MSANTD4	84437
ENSG00000182218	ENSG00000182218.10	HHIPL1	84439
ENSG00000143479	ENSG00000143479.18	DYRK3	8444
ENSG00000131242	ENSG00000131242.18	RAB11FIP4	84440
ENSG00000184384	ENSG00000184384.15	MAML2	84441
ENSG00000147234	ENSG00000147234.11	FRMPD3	84443
ENSG00000104885	ENSG00000104885.19	DOT1L	84444
ENSG00000107816	ENSG00000107816.17	LZTS2	84445
ENSG00000160469	ENSG00000160469.17	BRSK1	84446
ENSG00000162298	ENSG00000162298.19	SYVN1	84447
ENSG00000163995	ENSG00000163995.22	ABLIM2	84448
ENSG00000160961	ENSG00000160961.12	ZNF333	84449
ENSG00000127334	ENSG00000127334.11	DYRK2	8445
ENSG00000243943	ENSG00000243943.10	ZNF512	84450
ENSG00000143674	ENSG00000143674.11	MAP3K21	84451
ENSG00000203965	ENSG00000203965.13	EFCAB7	84455
ENSG00000198945	ENSG00000198945.8	L3MBTL3	84456
ENSG00000196233	ENSG00000196233.14	LCOR	84458
ENSG00000291483	ENSG00000291483.1	DUSP11	8446
ENSG00000144048	ENSG00000144048.11	DUSP11	8446
ENSG00000166432	ENSG00000166432.16	ZMAT1	84460
ENSG00000288301	ENSG00000288301.1	NEURL4	84461
ENSG00000215041	ENSG00000215041.10	NEURL4	84461
ENSG00000188827	ENSG00000188827.12	SLX4	84464
ENSG00000277848	ENSG00000277848.4	MEGF11	84465
ENSG00000157890	ENSG00000157890.19	MEGF11	84465
ENSG00000145794	ENSG00000145794.17	MEGF10	84466
ENSG00000272670	ENSG00000272670.3	DOC2B	8447
ENSG00000272636	ENSG00000272636.5	DOC2B	8447
ENSG00000149927	ENSG00000149927.18	DOC2A	8448
ENSG00000233049	ENSG00000233049.6	DHX16	8449
ENSG00000233418	ENSG00000233418.8	DHX16	8449
ENSG00000233561	ENSG00000233561.6	DHX16	8449
ENSG00000227222	ENSG00000227222.7	DHX16	8449
ENSG00000231377	ENSG00000231377.6	DHX16	8449
ENSG00000206486	ENSG00000206486.8	DHX16	8449
ENSG00000226171	ENSG00000226171.6	DHX16	8449
ENSG00000204560	ENSG00000204560.10	DHX16	8449
ENSG00000275333	ENSG00000275333.4	FAM120B	84498
ENSG00000112584	ENSG00000112584.14	FAM120B	84498
ENSG00000158290	ENSG00000158290.19	CUL4B	8450
ENSG00000204991	ENSG00000204991.11	SPIRE2	84501
ENSG00000092051	ENSG00000092051.18	JPH4	84502
ENSG00000189164	ENSG00000189164.15	ZNF527	84503
ENSG00000148826	ENSG00000148826.9	NKX6-2	84504
ENSG00000139842	ENSG00000139842.15	CUL4A	8451
ENSG00000147535	ENSG00000147535.17	PLPP5	84513
ENSG00000167925	ENSG00000167925.17	GHDC	84514
ENSG00000125885	ENSG00000125885.13	MCM8	84515
ENSG00000166847	ENSG00000166847.10	DCTN5	84516
ENSG00000111644	ENSG00000111644.8	ACRBP	84519
ENSG00000036257	ENSG00000036257.14	CUL3	8452
ENSG00000275619	ENSG00000275619.2	GON7	84520
ENSG00000170270	ENSG00000170270.5	GON7	84520
ENSG00000171135	ENSG00000171135.15	JAGN1	84522
ENSG00000144161	ENSG00000144161.14	ZC3H8	84524
ENSG00000171476	ENSG00000171476.23	HOPX	84525
ENSG00000188321	ENSG00000188321.14	ZNF559	84527
ENSG00000186073	ENSG00000186073.14	CDIN1	84529
ENSG00000108094	ENSG00000108094.17	CUL2	8453
ENSG00000154930	ENSG00000154930.15	ACSS1	84532
ENSG00000183250	ENSG00000183250.13	LINC01547	84536
ENSG00000055130	ENSG00000055130.18	CUL1	8454
ENSG00000163376	ENSG00000163376.11	KBTBD8	84541
ENSG00000162929	ENSG00000162929.14	SANBR	84542
ENSG00000055950	ENSG00000055950.17	MRPL43	84545
ENSG00000137338	ENSG00000137338.6	PGBD1	84547
ENSG00000269556	ENSG00000269556.9	TMEM185A	84548
ENSG00000198042	ENSG00000198042.11	MAK16	84549
ENSG00000088812	ENSG00000088812.18	ATRN	8455
ENSG00000101460	ENSG00000101460.13	MAP1LC3A	84557
ENSG00000221955	ENSG00000221955.11	SLC12A8	84561
ENSG00000090581	ENSG00000090581.11	GNPTG	84572
ENSG00000116830	ENSG00000116830.12	TTF2	8458
ENSG00000128294	ENSG00000128294.16	TPST2	8459
ENSG00000036828	ENSG00000036828.17	CASR	846
ENSG00000169902	ENSG00000169902.15	TPST1	8460
ENSG00000124171	ENSG00000124171.9	PARD6B	84612
ENSG00000185278	ENSG00000185278.16	ZBTB37	84614
ENSG00000176014	ENSG00000176014.13	TUBB6	84617
ENSG00000197114	ENSG00000197114.12	ZGPAT	84619
ENSG00000172059	ENSG00000172059.11	KLF11	8462
ENSG00000180626	ENSG00000180626.10	ZNF594	84622
ENSG00000149571	ENSG00000149571.12	KIRREL3	84623
ENSG00000133619	ENSG00000133619.18	KRBA1	84626
ENSG00000225614	ENSG00000225614.4	ZNF469	84627
ENSG00000196358	ENSG00000196358.12	NTNG2	84628
ENSG00000182095	ENSG00000182095.15	TNRC18	84629
ENSG00000074219	ENSG00000074219.14	TEAD2	8463
ENSG00000147138	ENSG00000147138.3	GPR174	84636
ENSG00000196284	ENSG00000196284.18	SUPT3H	8464
ENSG00000170185	ENSG00000170185.11	USP38	84640
ENSG00000148110	ENSG00000148110.17	MFSD14B	84641
ENSG00000128346	ENSG00000128346.11	C22orf23	84645
ENSG00000062282	ENSG00000062282.15	DGAT2	84649
ENSG00000123179	ENSG00000123179.14	EBPL	84650
ENSG00000140632	ENSG00000140632.17	GLYR1	84656
ENSG00000231177	ENSG00000231177.4	LINC00852	84657
ENSG00000131355	ENSG00000131355.15	ADGRE3	84658
ENSG00000130783	ENSG00000130783.14	CCDC62	84660
ENSG00000162961	ENSG00000162961.14	DPY30	84661
ENSG00000274636	ENSG00000274636.2	GLIS2	84662
ENSG00000126603	ENSG00000126603.9	GLIS2	84662
ENSG00000122591	ENSG00000122591.13	HYCC1	84668
ENSG00000170832	ENSG00000170832.13	USP32	84669
ENSG00000153147	ENSG00000153147.6	SMARCA5	8467
ENSG00000197937	ENSG00000197937.13	ZNF347	84671
ENSG00000132357	ENSG00000132357.14	CARD6	84674
ENSG00000147573	ENSG00000147573.17	TRIM55	84675
ENSG00000089094	ENSG00000089094.20	KDM2B	84678
ENSG00000065923	ENSG00000065923.10	SLC9A7	84679
ENSG00000077800	ENSG00000077800.13	FKBP6	8468
ENSG00000110455	ENSG00000110455.14	ACCS	84680
ENSG00000137133	ENSG00000137133.11	HINT2	84681
ENSG00000108819	ENSG00000108819.11	PPP1R9B	84687
ENSG00000166928	ENSG00000166928.11	MS4A14	84689
ENSG00000141255	ENSG00000141255.13	SPATA22	84690
ENSG00000124370	ENSG00000124370.11	MCEE	84693
ENSG00000115318	ENSG00000115318.12	LOXL3	84695
ENSG00000143994	ENSG00000143994.14	ABHD1	84696
ENSG00000180881	ENSG00000180881.21	CAPS2	84698
ENSG00000060566	ENSG00000060566.14	CREB3L3	84699
ENSG00000121691	ENSG00000121691.7	CAT	847
ENSG00000133454	ENSG00000133454.16	MYO18B	84700
ENSG00000130299	ENSG00000130299.17	GTPBP3	84705
ENSG00000166123	ENSG00000166123.14	GPT2	84706
ENSG00000072201	ENSG00000072201.14	LNX1	84708
ENSG00000167674	ENSG00000167674.15	HDGFL2	84717
ENSG00000165282	ENSG00000165282.15	PIGO	84720
ENSG00000134222	ENSG00000134222.16	PSRC1	84722
ENSG00000106086	ENSG00000106086.21	PLEKHA8	84725
ENSG00000288701	ENSG00000288701.1	PRRC2B	84726
ENSG00000111671	ENSG00000111671.10	SPSB2	84727
ENSG00000147162	ENSG00000147162.15	OGT	8473
ENSG00000173894	ENSG00000173894.11	CBX2	84733
ENSG00000272620	ENSG00000272620.2	AFAP1-AS1	84740
ENSG00000175970	ENSG00000175970.11	UNC119B	84747
ENSG00000135093	ENSG00000135093.13	USP30	84749
ENSG00000172728	ENSG00000172728.16	FUT10	84750
ENSG00000237172	ENSG00000237172.4	B3GNT9	84752
ENSG00000115289	ENSG00000115289.14	PCGF1	84759
ENSG00000143776	ENSG00000143776.20	CDC42BPA	8476
ENSG00000161551	ENSG00000161551.15	ZNF577	84765
ENSG00000130038	ENSG00000130038.10	CRACR2A	84766
ENSG00000254858	ENSG00000254858.10	MPV17L2	84769
ENSG00000140030	ENSG00000140030.6	GPR65	8477
ENSG00000290825	ENSG00000290825.1	DDX11L2	84771
ENSG00000198182	ENSG00000198182.13	ZNF607	84775
ENSG00000133247	ENSG00000133247.14	KMT5C	84787
ENSG00000149929	ENSG00000149929.16	HIRIP3	8479
ENSG00000167553	ENSG00000167553.17	TUBA1C	84790
ENSG00000178397	ENSG00000178397.13	FAM220A	84792
ENSG00000237424	ENSG00000237424.1	FOXD2-AS1	84793
ENSG00000119943	ENSG00000119943.13	PYROXD2	84795
ENSG00000293495	ENSG00000293495.1	C19orf48P	84798
ENSG00000101146	ENSG00000101146.13	RAE1	8480
ENSG00000138678	ENSG00000138678.11	GPAT3	84803
ENSG00000135953	ENSG00000135953.11	MFSD9	84804
ENSG00000167604	ENSG00000167604.15	NFKBID	84807
ENSG00000291072	ENSG00000291072.1		84809
ENSG00000046651	ENSG00000046651.16	OFD1	8481
ENSG00000137656	ENSG00000137656.12	BUD13	84811
ENSG00000115556	ENSG00000115556.14	PLCD4	84812
ENSG00000160539	ENSG00000160539.6	PLPP7	84814
ENSG00000130347	ENSG00000130347.13	RTN4IP1	84816
ENSG00000129235	ENSG00000129235.11	TXNDC17	84817
ENSG00000163702	ENSG00000163702.21	IL17RC	84818
ENSG00000288455	ENSG00000288455.1	SEMA7A	8482
ENSG00000138623	ENSG00000138623.10	SEMA7A	8482
ENSG00000214783	ENSG00000214783.9	POLR2J4	84820
ENSG00000176619	ENSG00000176619.13	LMNB2	84823
ENSG00000173349	ENSG00000173349.6	SFT2D3	84826
ENSG00000111863	ENSG00000111863.13	ADTRP	84830
ENSG00000293109	ENSG00000293109.1	ANKRD36BP1	84832
ENSG00000173915	ENSG00000173915.16	ATP5MK	84833
ENSG00000114779	ENSG00000114779.20	ABHD14B	84836
ENSG00000291884	ENSG00000291884.1	ZNF496	84838
ENSG00000162714	ENSG00000162714.13	ZNF496	84838
ENSG00000186603	ENSG00000186603.7	HPDL	84842
ENSG00000100410	ENSG00000100410.8	PHF5A	84844
ENSG00000183718	ENSG00000183718.6	TRIM52	84851
ENSG00000203865	ENSG00000203865.13	ATP1A1-AS1	84852
ENSG00000165655	ENSG00000165655.17	ZNF503	84858
ENSG00000186001	ENSG00000186001.14	LRCH3	84859
ENSG00000099910	ENSG00000099910.17	KLHL22	84861
ENSG00000170854	ENSG00000170854.18	RIOX2	84864
ENSG00000135637	ENSG00000135637.14	CCDC142	84865
ENSG00000149582	ENSG00000149582.16	TMEM25	84866
ENSG00000135077	ENSG00000135077.10	HAVCR2	84868
ENSG00000145439	ENSG00000145439.12	CBR4	84869
ENSG00000092208	ENSG00000092208.19	GEMIN2	8487
ENSG00000135482	ENSG00000135482.7	ZC3H10	84872
ENSG00000144820	ENSG00000144820.8	ADGRG7	84873
ENSG00000144026	ENSG00000144026.14	ZNF514	84874
ENSG00000178685	ENSG00000178685.14	PARP10	84875
ENSG00000276045	ENSG00000276045.4	ORAI1	84876
ENSG00000119574	ENSG00000119574.13	ZBTB45	84878
ENSG00000168389	ENSG00000168389.18	MFSD2A	84879
ENSG00000165526	ENSG00000165526.9	RPUSD4	84881
ENSG00000042286	ENSG00000042286.15	AIFM2	84883
ENSG00000160446	ENSG00000160446.19	ZDHHC12	84885
ENSG00000119280	ENSG00000119280.17	C1orf198	84886
ENSG00000138600	ENSG00000138600.11	SPPL2A	84888
ENSG00000181915	ENSG00000181915.6	ADO	84890
ENSG00000144647	ENSG00000144647.7	POMGNT2	84892
ENSG00000134452	ENSG00000134452.20	FBH1	84893
ENSG00000148343	ENSG00000148343.19	MIGA2	84895
ENSG00000138138	ENSG00000138138.14	ATAD1	84896
ENSG00000154144	ENSG00000154144.13	TBRG1	84897
ENSG00000120594	ENSG00000120594.17	PLXDC2	84898
ENSG00000125247	ENSG00000125247.16	TMTC4	84899
ENSG00000143248	ENSG00000143248.13	RGS5	8490
ENSG00000176953	ENSG00000176953.13	NFATC2IP	84901
ENSG00000121289	ENSG00000121289.18	CEP89	84902
ENSG00000137135	ENSG00000137135.18	ARHGEF39	84904
ENSG00000131061	ENSG00000131061.15	ZNF341	84905
ENSG00000035141	ENSG00000035141.10	FAM136A	84908
ENSG00000148120	ENSG00000148120.19	AOPEP	84909
ENSG00000011566	ENSG00000011566.15	MAP4K3	8491
ENSG00000153214	ENSG00000153214.11	TMEM87B	84910
ENSG00000161298	ENSG00000161298.19	ZNF382	84911
ENSG00000205060	ENSG00000205060.11	SLC35B4	84912
ENSG00000168874	ENSG00000168874.13	ATOH8	84913
ENSG00000198466	ENSG00000198466.12	ZNF587	84914
ENSG00000139438	ENSG00000139438.6	FAM222A	84915
ENSG00000262788	ENSG00000262788.3	UTP4	84916
ENSG00000141076	ENSG00000141076.18	UTP4	84916
ENSG00000120256	ENSG00000120256.11	LRP11	84918
ENSG00000158615	ENSG00000158615.10	PPP1R15B	84919
ENSG00000164099	ENSG00000164099.3	PRSS12	8492
ENSG00000139133	ENSG00000139133.7	ALG10	84920
ENSG00000179943	ENSG00000179943.8	FIZ1	84922
ENSG00000133193	ENSG00000133193.13	FAM104A	84923
ENSG00000186017	ENSG00000186017.16	ZNF566	84924
ENSG00000138463	ENSG00000138463.9	SLC49A4	84925
ENSG00000167778	ENSG00000167778.9	SPRYD3	84926
ENSG00000146842	ENSG00000146842.17	TMEM209	84928
ENSG00000170836	ENSG00000170836.13	PPM1D	8493
ENSG00000120539	ENSG00000120539.15	MASTL	84930
ENSG00000129472	ENSG00000129472.15	RAB2B	84932
ENSG00000189376	ENSG00000189376.12	C8orf76	84933
ENSG00000139405	ENSG00000139405.16	RITA1	84934
ENSG00000166140	ENSG00000166140.17	ZFYVE19	84936
ENSG00000186187	ENSG00000186187.12	ZNRF1	84937
ENSG00000125703	ENSG00000125703.15	ATG4C	84938
ENSG00000160953	ENSG00000160953.17	PWWP3A	84939
ENSG00000196684	ENSG00000196684.12	HSH2D	84941
ENSG00000291629	ENSG00000291629.1	WDR73	84942
ENSG00000177082	ENSG00000177082.13	WDR73	84942
ENSG00000139826	ENSG00000139826.6	ABHD13	84945
ENSG00000135521	ENSG00000135521.9	LTV1	84946
ENSG00000122335	ENSG00000122335.17	SERAC1	84947
ENSG00000278016	ENSG00000278016.2	TIGD5	84948
ENSG00000179886	ENSG00000179886.6	TIGD5	84948
ENSG00000166387	ENSG00000166387.14	PPFIBP2	8495
ENSG00000134748	ENSG00000134748.13	PRPF38A	84950
ENSG00000131746	ENSG00000131746.13	TNS4	84951
ENSG00000008382	ENSG00000008382.16	MPND	84954
ENSG00000120526	ENSG00000120526.12	NUDCD1	84955
ENSG00000054967	ENSG00000054967.13	RELT	84957
ENSG00000142765	ENSG00000142765.18	SYTL1	84958
ENSG00000154127	ENSG00000154127.10	UBASH3B	84959
ENSG00000110841	ENSG00000110841.14	PPFIBP1	8496
ENSG00000213213	ENSG00000213213.14	CCDC183	84960
ENSG00000108306	ENSG00000108306.13	FBXL20	84961
ENSG00000239382	ENSG00000239382.11	ALKBH6	84964
ENSG00000181817	ENSG00000181817.6	LSM10	84967
ENSG00000124191	ENSG00000124191.18	TOX2	84969
ENSG00000143847	ENSG00000143847.16	PPFIA4	8497
ENSG00000130734	ENSG00000130734.10	ATG4D	84971
ENSG00000233016	ENSG00000233016.9	SNHG7	84973
ENSG00000182544	ENSG00000182544.9	MFSD5	84975
ENSG00000154309	ENSG00000154309.9	DISP1	84976
ENSG00000031823	ENSG00000031823.14	RANBP3	8498
ENSG00000282800	ENSG00000282800.1	MIR22HG	84981
ENSG00000186594	ENSG00000186594.16	MIR22HG	84981
ENSG00000174007	ENSG00000174007.9	CEP19	84984
ENSG00000213390	ENSG00000213390.11	ARHGAP19	84986
ENSG00000178449	ENSG00000178449.9	COX14	84987
ENSG00000160972	ENSG00000160972.10	PPP1R16A	84988
ENSG00000272767	ENSG00000272767.1	JMJD1C-AS1	84989
ENSG00000134453	ENSG00000134453.16	RBM17	84991
ENSG00000255072	ENSG00000255072.2	PIGY	84992
ENSG00000288408	ENSG00000288408.1	UBL7	84993
ENSG00000138629	ENSG00000138629.16	UBL7	84993
ENSG00000256073	ENSG00000256073.4	URB1-AS1	84996
ENSG00000288198	ENSG00000288198.2	PPFIA1	8500
ENSG00000131626	ENSG00000131626.19	PPFIA1	8500
ENSG00000246731	ENSG00000246731.3	MGC16275	85001
ENSG00000175309	ENSG00000175309.15	PHYKPL	85007
ENSG00000149150	ENSG00000149150.9	SLC43A1	8501
ENSG00000196507	ENSG00000196507.11	TCEAL3	85012
ENSG00000132406	ENSG00000132406.12	TMEM128	85013
ENSG00000244187	ENSG00000244187.8	TMEM141	85014
ENSG00000123552	ENSG00000123552.18	USP45	85015
ENSG00000134490	ENSG00000134490.14	TMEM241	85019
ENSG00000144283	ENSG00000144283.23	PKP4	8502
ENSG00000135597	ENSG00000135597.19	REPS1	85021
ENSG00000135211	ENSG00000135211.6	TMEM60	85025
ENSG00000203993	ENSG00000203993.7	ARRDC1-AS1	85026
ENSG00000256235	ENSG00000256235.3	SMIM3	85027
ENSG00000197989	ENSG00000197989.15	SNHG12	85028
ENSG00000117461	ENSG00000117461.15	PIK3R3	8503
ENSG00000034693	ENSG00000034693.15	PEX3	8504
ENSG00000227345	ENSG00000227345.9	PARG	8505
ENSG00000108797	ENSG00000108797.12	CNTNAP1	8506
ENSG00000171617	ENSG00000171617.16	ENC1	8507
ENSG00000184117	ENSG00000184117.12	NIPSNAP1	8508
ENSG00000166507	ENSG00000166507.19	NDST2	8509
ENSG00000189409	ENSG00000189409.14	MMP23B	8510
ENSG00000182333	ENSG00000182333.15	LIPF	8513
ENSG00000069424	ENSG00000069424.16	KCNAB2	8514
ENSG00000143127	ENSG00000143127.13	ITGA10	8515
ENSG00000269335	ENSG00000269335.7	IKBKG	8517
ENSG00000070061	ENSG00000070061.16	ELP1	8518
ENSG00000185885	ENSG00000185885.17	IFITM1	8519
ENSG00000292096	ENSG00000292096.1	HAT1	8520
ENSG00000128708	ENSG00000128708.13	HAT1	8520
ENSG00000137270	ENSG00000137270.11	GCM1	8521
ENSG00000007237	ENSG00000007237.19	GAS7	8522
ENSG00000274997	ENSG00000274997.2	H2AC12	85235
ENSG00000197903	ENSG00000197903.8	H2BC12	85236
ENSG00000149091	ENSG00000149091.15	DGKZ	8525
ENSG00000153933	ENSG00000153933.10	DGKE	8526
ENSG00000077044	ENSG00000077044.11	DGKD	8527
ENSG00000203797	ENSG00000203797.12	DDO	8528
ENSG00000077984	ENSG00000077984.6	CST7	8530
ENSG00000188878	ENSG00000188878.20	FBF1	85302
ENSG00000060138	ENSG00000060138.13	YBX3	8531
ENSG00000131013	ENSG00000131013.4	PPIL4	85313
ENSG00000170915	ENSG00000170915.9	PAQR8	85315
ENSG00000121270	ENSG00000121270.16	ABCC11	85320
ENSG00000133317	ENSG00000133317.16	LGALS12	85329
ENSG00000141030	ENSG00000141030.13	COPS3	8533
ENSG00000141582	ENSG00000141582.15	CBX4	8535
ENSG00000128185	ENSG00000128185.10	DGCR6L	85359
ENSG00000134072	ENSG00000134072.11	CAMK1	8536
ENSG00000132256	ENSG00000132256.20	TRIM5	85363
ENSG00000247315	ENSG00000247315.4	ZCCHC3	85364
ENSG00000119523	ENSG00000119523.10	ALG2	85365
ENSG00000143093	ENSG00000143093.15	STRIP1	85369
ENSG00000064787	ENSG00000064787.14	BCAS1	8537
ENSG00000275793	ENSG00000275793.1	RIMBP3	85376
ENSG00000100139	ENSG00000100139.14	MICALL1	85377
ENSG00000128159	ENSG00000128159.12	TUBGCP6	85378
ENSG00000202252	ENSG00000202252.1	SNORD14C	85389
ENSG00000166181	ENSG00000166181.13	API5	8539
ENSG00000207118	ENSG00000207118.1	SNORD14D	85390
ENSG00000200879	ENSG00000200879.1	SNORD14E	85391
ENSG00000160256	ENSG00000160256.14	SLX9	85395
ENSG00000018510	ENSG00000018510.18	AGPS	8540
ENSG00000144597	ENSG00000144597.14	EAF1	85403
ENSG00000135392	ENSG00000135392.19	DNAJC14	85406
ENSG00000140807	ENSG00000140807.7	NKD1	85407
ENSG00000004809	ENSG00000004809.14	SLC22A16	85413
ENSG00000158715	ENSG00000158715.6	SLC45A3	85414
ENSG00000147082	ENSG00000147082.18	CCNB3	85417
ENSG00000100342	ENSG00000100342.22	APOL1	8542
ENSG00000143013	ENSG00000143013.13	LMO4	8543
ENSG00000139168	ENSG00000139168.9	ZCRB1	85437
ENSG00000140022	ENSG00000140022.14	STON2	85439
ENSG00000116641	ENSG00000116641.18	DOCK7	85440
ENSG00000130589	ENSG00000130589.16	HELZ2	85441
ENSG00000171798	ENSG00000171798.19	KNDC1	85442
ENSG00000133739	ENSG00000133739.16	LRRCC1	85444
ENSG00000136367	ENSG00000136367.15	ZFHX2	85446
ENSG00000163320	ENSG00000163320.12	CGGBP1	8545
ENSG00000148841	ENSG00000148841.17	ITPRIP	85450
ENSG00000132478	ENSG00000132478.10	UNK	85451
ENSG00000180543	ENSG00000180543.5	TSPYL5	85453
ENSG00000140323	ENSG00000140323.6	DISP2	85455
ENSG00000149115	ENSG00000149115.14	TNKS1BP1	85456
ENSG00000198894	ENSG00000198894.8	CIPC	85457
ENSG00000150764	ENSG00000150764.14	DIXDC1	85458
ENSG00000166004	ENSG00000166004.15	CEP295	85459
ENSG00000132842	ENSG00000132842.15	AP3B1	8546
ENSG00000178163	ENSG00000178163.8	ZNF518B	85460
ENSG00000115183	ENSG00000115183.15	TANC1	85461
ENSG00000137460	ENSG00000137460.10	FHDC1	85462
ENSG00000149289	ENSG00000149289.11	ZC3H12C	85463
ENSG00000141298	ENSG00000141298.19	SSH2	85464
ENSG00000138018	ENSG00000138018.19	SELENOI	85465
ENSG00000179528	ENSG00000179528.16	LBX2	85474
ENSG00000168827	ENSG00000168827.15	GFM1	85476
ENSG00000006747	ENSG00000006747.15	SCIN	85477
ENSG00000139537	ENSG00000139537.11	CCDC65	85478
ENSG00000147570	ENSG00000147570.10	DNAJC5B	85479
ENSG00000117475	ENSG00000117475.14	BLZF1	8548
ENSG00000145777	ENSG00000145777.15	TSLP	85480
ENSG00000089022	ENSG00000089022.15	MAPKAPK5	8550
ENSG00000281371	ENSG00000281371.1	INE2	8551
ENSG00000224975	ENSG00000224975.1	INE1	8552
ENSG00000134107	ENSG00000134107.5	BHLHE40	8553
ENSG00000033800	ENSG00000033800.14	PIAS1	8554
ENSG00000081377	ENSG00000081377.17	CDC14B	8555
ENSG00000079335	ENSG00000079335.20	CDC14A	8556
ENSG00000173991	ENSG00000173991.6	TCAP	8557
ENSG00000185324	ENSG00000185324.22	CDK10	8558
ENSG00000165630	ENSG00000165630.15	PRPF18	8559
ENSG00000143753	ENSG00000143753.14	DEGS1	8560
ENSG00000139726	ENSG00000139726.11	DENR	8562
ENSG00000100296	ENSG00000100296.14	THOC5	8563
ENSG00000117009	ENSG00000117009.12	KMO	8564
ENSG00000134684	ENSG00000134684.13	YARS1	8565
ENSG00000160209	ENSG00000160209.19	PDXK	8566
ENSG00000110514	ENSG00000110514.20	MADD	8567
ENSG00000160214	ENSG00000160214.13	RRP1	8568
ENSG00000079277	ENSG00000079277.22	MKNK1	8569
ENSG00000105974	ENSG00000105974.13	CAV1	857
ENSG00000088247	ENSG00000088247.19	KHSRP	8570
