Gene stable ID	Gene stable ID version	Gene name	NCBI gene (formerly Entrezgene) ID
ENSG00000141854	ENSG00000141854.10	MISP3	113230
ENSG00000076351	ENSG00000076351.13	SLC46A1	113235
ENSG00000111678	ENSG00000111678.11	C12orf57	113246
ENSG00000198231	ENSG00000198231.14	DDX42	11325
ENSG00000161813	ENSG00000161813.23	LARP4	113251
ENSG00000155659	ENSG00000155659.15	VSIG4	11326
ENSG00000106415	ENSG00000106415.13	GLCCI1	113263
ENSG00000184988	ENSG00000184988.8	TMEM106A	113277
ENSG00000122642	ENSG00000122642.11	FKBP9	11328
ENSG00000112079	ENSG00000112079.9	STK38	11329
ENSG00000184984	ENSG00000184984.10	CHRM5	1133
ENSG00000162438	ENSG00000162438.12	CTRC	11330
ENSG00000215021	ENSG00000215021.10	PHB2	11331
ENSG00000097021	ENSG00000097021.21	ACOT7	11332
ENSG00000106244	ENSG00000106244.13	PDAP1	11333
ENSG00000114383	ENSG00000114383.10	TUSC2	11334
ENSG00000122565	ENSG00000122565.19	CBX3	11335
ENSG00000180104	ENSG00000180104.16	EXOC3	11336
ENSG00000170296	ENSG00000170296.10	GABARAP	11337
ENSG00000063244	ENSG00000063244.14	U2AF2	11338
ENSG00000104147	ENSG00000104147.9	OIP5	11339
ENSG00000120699	ENSG00000120699.14	EXOSC8	11340
ENSG00000198818	ENSG00000198818.10	SFT2D1	113402
ENSG00000164106	ENSG00000164106.8	SCRG1	11341
ENSG00000144043	ENSG00000144043.13	TEX261	113419
ENSG00000082996	ENSG00000082996.20	RNF13	11342
ENSG00000074416	ENSG00000074416.16	MGLL	11343
ENSG00000247596	ENSG00000247596.10	TWF2	11344
ENSG00000163866	ENSG00000163866.9	SMIM12	113444
ENSG00000034713	ENSG00000034713.8	GABARAPL2	11345
ENSG00000142920	ENSG00000142920.18	AZIN2	113451
ENSG00000286140	ENSG00000286140.2	DERPC	113455421
ENSG00000120903	ENSG00000120903.13	CHRNA2	1135
ENSG00000163312	ENSG00000163312.11	HELQ	113510
ENSG00000284791	ENSG00000284791.2	SMIM41	113523638
ENSG00000089505	ENSG00000089505.18	CMTM1	113540
ENSG00000155016	ENSG00000155016.18	CYP2U1	113612
ENSG00000153531	ENSG00000153531.15	ADPRHL1	113622
ENSG00000167700	ENSG00000167700.9	MFSD3	113655
ENSG00000139410	ENSG00000139410.15	SDSL	113675
ENSG00000130487	ENSG00000130487.9	KLHDC7B	113730
ENSG00000100100	ENSG00000100100.13	PIK3IP1	113791
ENSG00000169684	ENSG00000169684.13	CHRNA5	1138
ENSG00000162639	ENSG00000162639.16	HENMT1	113802
ENSG00000133477	ENSG00000133477.17	FAM83F	113828
ENSG00000176087	ENSG00000176087.16	SLC35A4	113829
ENSG00000197134	ENSG00000197134.13	ZNF257	113835
ENSG00000282379	ENSG00000282379.1	DTX2	113878
ENSG00000091073	ENSG00000091073.20	DTX2	113878
ENSG00000274542	ENSG00000274542.1	CHRNA7	1139
ENSG00000282088	ENSG00000282088.3	CHRNA7	1139
ENSG00000175344	ENSG00000175344.19	CHRNA7	1139
ENSG00000242288	ENSG00000242288.9	BMS1P4-AGAP5	113939925
ENSG00000283946	ENSG00000283946.2	CHRNB1	1140
ENSG00000170175	ENSG00000170175.11	CHRNB1	1140
ENSG00000132773	ENSG00000132773.12	TOE1	114034
ENSG00000227456	ENSG00000227456.9	LINC00310	114036
ENSG00000215424	ENSG00000215424.10	MCM3AP-AS1	114044
ENSG00000071462	ENSG00000071462.13	BUD23	114049
ENSG00000100505	ENSG00000100505.14	TRIM9	114088
ENSG00000160716	ENSG00000160716.6	CHRNB2	1141
ENSG00000267281	ENSG00000267281.3	ATF7-NPFF	114108587
ENSG00000197763	ENSG00000197763.20	TXNRD3	114112
ENSG00000288864	ENSG00000288864.1	ARHGAP11A-SCG5	114118903
ENSG00000161640	ENSG00000161640.15	SIGLEC11	114132
ENSG00000151229	ENSG00000151229.13	SLC2A13	114134
ENSG00000103642	ENSG00000103642.12	LACTB	114294
ENSG00000096093	ENSG00000096093.16	EFHC1	114327
ENSG00000285292	ENSG00000285292.1	ABCF2-H2BK1	114483834
ENSG00000108556	ENSG00000108556.10	CHRNE	1145
ENSG00000162711	ENSG00000162711.18	NLRP3	114548
ENSG00000207445	ENSG00000207445.1	SNORD15B	114599
ENSG00000196811	ENSG00000196811.13	CHRNG	1146
ENSG00000150455	ENSG00000150455.15	TIRAP	114609
ENSG00000234883	ENSG00000234883.7	MIR155HG	114614
ENSG00000164010	ENSG00000164010.15	ERMAP	114625
ENSG00000185158	ENSG00000185158.13	LRRC37B	114659
ENSG00000213341	ENSG00000213341.11	CHUK	1147
ENSG00000204397	ENSG00000204397.10	CARD16	114769
ENSG00000161031	ENSG00000161031.13	PGLYRP2	114770
ENSG00000183826	ENSG00000183826.19	BTBD9	114781
ENSG00000166987	ENSG00000166987.15	MBD6	114785
ENSG00000169258	ENSG00000169258.7	GPRIN1	114787
ENSG00000148339	ENSG00000148339.13	SLC25A25	114789
ENSG00000144589	ENSG00000144589.22	STK11IP	114790
ENSG00000276856	ENSG00000276856.3	TUBGCP5	114791
ENSG00000280807	ENSG00000280807.2	TUBGCP5	114791
ENSG00000275835	ENSG00000275835.5	TUBGCP5	114791
ENSG00000186231	ENSG00000186231.17	KLHL32	114792
ENSG00000157827	ENSG00000157827.20	FMNL2	114793
ENSG00000230487	ENSG00000230487.9	PSMG3-AS1	114796
ENSG00000141446	ENSG00000141446.11	ESCO1	114799
ENSG00000162601	ENSG00000162601.12	MYSM1	114803
ENSG00000141576	ENSG00000141576.16	RNF157	114804
ENSG00000293505	ENSG00000293505.1	GNRHR2	114814
ENSG00000119771	ENSG00000119771.15	KLHL29	114818
ENSG00000291402	ENSG00000291402.1	CROCCP3	114819
ENSG00000080947	ENSG00000080947.16	CROCCP3	114819
ENSG00000290842	ENSG00000290842.1	CROCCP3	114819
ENSG00000158106	ENSG00000158106.14	RHPN1	114822
ENSG00000276458	ENSG00000276458.4	LENG8	114823
ENSG00000274305	ENSG00000274305.4	LENG8	114823
ENSG00000276681	ENSG00000276681.4	LENG8	114823
ENSG00000167615	ENSG00000167615.18	LENG8	114823
ENSG00000292194	ENSG00000292194.1	PNMA5	114824
ENSG00000198883	ENSG00000198883.12	PNMA5	114824
ENSG00000170234	ENSG00000170234.13	PWWP2A	114825
ENSG00000186532	ENSG00000186532.12	SMYD4	114826
ENSG00000142621	ENSG00000142621.21	FHAD1	114827
ENSG00000162739	ENSG00000162739.14	SLAMF6	114836
ENSG00000286264	ENSG00000286264.2		114841035
ENSG00000261202	ENSG00000261202.2	TNRC6B-DT	114841040
ENSG00000141447	ENSG00000141447.19	OSBPL1A	114876
ENSG00000021762	ENSG00000021762.20	OSBPL5	114879
ENSG00000006025	ENSG00000006025.13	OSBPL7	114881
ENSG00000091039	ENSG00000091039.17	OSBPL8	114882
ENSG00000117859	ENSG00000117859.19	OSBPL9	114883
ENSG00000144645	ENSG00000144645.16	OSBPL10	114884
ENSG00000144909	ENSG00000144909.8	OSBPL11	114885
ENSG00000082196	ENSG00000082196.21	C1QTNF3	114899
ENSG00000133466	ENSG00000133466.14	C1QTNF6	114904
ENSG00000163145	ENSG00000163145.13	C1QTNF7	114905
ENSG00000156804	ENSG00000156804.7	FBXO32	114907
ENSG00000152558	ENSG00000152558.15	TMEM123	114908
ENSG00000176209	ENSG00000176209.12	SMIM19	114926
ENSG00000178988	ENSG00000178988.11	MRFAP1L1	114932
ENSG00000213265	ENSG00000213265.9	TSGA13	114960
ENSG00000110536	ENSG00000110536.14	PTPMT1	114971
ENSG00000162076	ENSG00000162076.13	FLYWCH2	114984
ENSG00000274334	ENSG00000274334.1	VASN	114990
ENSG00000168140	ENSG00000168140.5	VASN	114990
ENSG00000157657	ENSG00000157657.15	ZNF618	114991
ENSG00000162104	ENSG00000162104.10	ADCY9	115
ENSG00000164430	ENSG00000164430.17	CGAS	115004
ENSG00000141698	ENSG00000141698.17	NT5C3B	115024
ENSG00000007080	ENSG00000007080.11	CCDC124	115098
ENSG00000152240	ENSG00000152240.13	HAUS1	115106
ENSG00000147606	ENSG00000147606.9	SLC26A7	115111
ENSG00000173926	ENSG00000173926.6	MARCHF3	115123
ENSG00000172006	ENSG00000172006.12	ZNF554	115196
ENSG00000166165	ENSG00000166165.14	CKB	1152
ENSG00000101844	ENSG00000101844.18	ATG4A	115201
ENSG00000178695	ENSG00000178695.6	KCTD12	115207
ENSG00000162600	ENSG00000162600.12	OMA1	115209
ENSG00000288558	ENSG00000288558.3	DUS4L-BCAP29	115253422
ENSG00000145358	ENSG00000145358.6	DDIT4L	115265
ENSG00000282739	ENSG00000282739.1	SLC25A26	115286
ENSG00000144741	ENSG00000144741.19	SLC25A26	115286
ENSG00000168300	ENSG00000168300.14	PCMTD1	115294
ENSG00000099622	ENSG00000099622.14	CIRBP	1153
ENSG00000271551	ENSG00000271551.2		115308161
ENSG00000163534	ENSG00000163534.15	FCRL1	115350
ENSG00000160856	ENSG00000160856.21	FCRL3	115352
ENSG00000116212	ENSG00000116212.16	LRRC42	115353
ENSG00000162654	ENSG00000162654.9	GBP4	115361
ENSG00000154451	ENSG00000154451.15	GBP5	115362
ENSG00000273831	ENSG00000273831.2	LRRC56	115399
ENSG00000161328	ENSG00000161328.11	LRRC56	115399
ENSG00000114737	ENSG00000114737.16	CISH	1154
ENSG00000156928	ENSG00000156928.5	MALSU1	115416
ENSG00000147854	ENSG00000147854.17	UHRF2	115426
ENSG00000105254	ENSG00000105254.12	TBCB	1155
ENSG00000156853	ENSG00000156853.13	ZNF689	115509
ENSG00000157107	ENSG00000157107.14	FCHO2	115548
ENSG00000281661	ENSG00000281661.3	ZNF501	115560
ENSG00000186446	ENSG00000186446.12	ZNF501	115560
ENSG00000158246	ENSG00000158246.8	TENT5B	115572
ENSG00000284104	ENSG00000284104.1	KIR3DL3	115653
ENSG00000284086	ENSG00000284086.1	KIR3DL3	115653
ENSG00000284127	ENSG00000284127.1	KIR3DL3	115653
ENSG00000283915	ENSG00000283915.1	KIR3DL3	115653
ENSG00000274696	ENSG00000274696.2	KIR3DL3	115653
ENSG00000284371	ENSG00000284371.1	KIR3DL3	115653
ENSG00000283875	ENSG00000283875.1	KIR3DL3	115653
ENSG00000276806	ENSG00000276806.1	KIR3DL3	115653
ENSG00000276930	ENSG00000276930.1	KIR3DL3	115653
ENSG00000283823	ENSG00000283823.1	KIR3DL3	115653
ENSG00000277028	ENSG00000277028.1	KIR3DL3	115653
ENSG00000283966	ENSG00000283966.1	KIR3DL3	115653
ENSG00000274480	ENSG00000274480.1	KIR3DL3	115653
ENSG00000275433	ENSG00000275433.1	KIR3DL3	115653
ENSG00000277552	ENSG00000277552.1	KIR3DL3	115653
ENSG00000273502	ENSG00000273502.4	KIR3DL3	115653
ENSG00000277392	ENSG00000277392.1	KIR3DL3	115653
ENSG00000274556	ENSG00000274556.1	KIR3DL3	115653
ENSG00000277596	ENSG00000277596.1	KIR3DL3	115653
ENSG00000276084	ENSG00000276084.1	KIR3DL3	115653
ENSG00000274724	ENSG00000274724.1	KIR3DL3	115653
ENSG00000274763	ENSG00000274763.1	KIR3DL3	115653
ENSG00000274394	ENSG00000274394.1	KIR3DL3	115653
ENSG00000275062	ENSG00000275062.1	KIR3DL3	115653
ENSG00000278490	ENSG00000278490.1	KIR3DL3	115653
ENSG00000275513	ENSG00000275513.1	KIR3DL3	115653
ENSG00000274254	ENSG00000274254.1	KIR3DL3	115653
ENSG00000276086	ENSG00000276086.1	KIR3DL3	115653
ENSG00000284480	ENSG00000284480.1	KIR3DL3	115653
ENSG00000276328	ENSG00000276328.1	KIR3DL3	115653
ENSG00000274639	ENSG00000274639.1	KIR3DL3	115653
ENSG00000274786	ENSG00000274786.1	KIR3DL3	115653
ENSG00000276433	ENSG00000276433.1	KIR3DL3	115653
ENSG00000277620	ENSG00000277620.1	KIR3DL3	115653
ENSG00000278723	ENSG00000278723.1	KIR3DL3	115653
ENSG00000275172	ENSG00000275172.1	KIR3DL3	115653
ENSG00000276572	ENSG00000276572.1	KIR3DL3	115653
ENSG00000276875	ENSG00000276875.1	KIR3DL3	115653
ENSG00000274511	ENSG00000274511.5	KIR3DL3	115653
ENSG00000278729	ENSG00000278729.1	KIR3DL3	115653
ENSG00000276196	ENSG00000276196.1	KIR3DL3	115653
ENSG00000242019	ENSG00000242019.2	KIR3DL3	115653
ENSG00000275326	ENSG00000275326.4	NOSTRIN	115677
ENSG00000163072	ENSG00000163072.16	NOSTRIN	115677
ENSG00000198796	ENSG00000198796.7	ALPK2	115701
ENSG00000004777	ENSG00000004777.19	ARHGAP33	115703
ENSG00000142459	ENSG00000142459.9	EVI5L	115704
ENSG00000166166	ENSG00000166166.13	TRMT61A	115708
ENSG00000171777	ENSG00000171777.17	RASGRP4	115727
ENSG00000166938	ENSG00000166938.13	DIS3L	115752
ENSG00000152213	ENSG00000152213.4	ARL11	115761
ENSG00000104879	ENSG00000104879.5	CKM	1158
ENSG00000166578	ENSG00000166578.10	IQCD	115811
ENSG00000284868	ENSG00000284868.2	DHRS1	115817
ENSG00000157379	ENSG00000157379.14	DHRS1	115817
ENSG00000139668	ENSG00000139668.9	WDFY2	115825
ENSG00000152932	ENSG00000152932.8	RAB3C	115827
ENSG00000164932	ENSG00000164932.13	CTHRC1	115908
ENSG00000007520	ENSG00000007520.4	TSR3	115939
ENSG00000198003	ENSG00000198003.12	ODAD3	115948
ENSG00000161914	ENSG00000161914.10	ZNF653	115950
ENSG00000158717	ENSG00000158717.11	RNF166	115992
ENSG00000131730	ENSG00000131730.16	CKMT2	1160
ENSG00000175643	ENSG00000175643.10	RMI2	116028
ENSG00000164920	ENSG00000164920.10	OSR2	116039
ENSG00000163428	ENSG00000163428.4	LRRC58	116064
ENSG00000176018	ENSG00000176018.13	LYSMD3	116068
ENSG00000168062	ENSG00000168062.10	BATF2	116071
ENSG00000101457	ENSG00000101457.13	DNTTIP1	116092
ENSG00000049167	ENSG00000049167.16	ERCC8	1161
ENSG00000137166	ENSG00000137166.18	FOXP4	116113
ENSG00000167625	ENSG00000167625.12	ZNF526	116115
ENSG00000124702	ENSG00000124702.19	KLHDC3	116138
ENSG00000243667	ENSG00000243667.7	DNAAF10	116143
ENSG00000153989	ENSG00000153989.8	NUS1	116150
ENSG00000124098	ENSG00000124098.10	FAM210B	116151
ENSG00000087495	ENSG00000087495.17	PHACTR3	116154
ENSG00000166265	ENSG00000166265.13	CYYR1	116159
ENSG00000166091	ENSG00000166091.21	CMTM5	116173
ENSG00000145107	ENSG00000145107.16	TM4SF19	116211
ENSG00000187866	ENSG00000187866.10	PABIR1	116224
ENSG00000165724	ENSG00000165724.6	ZMYND19	116225
ENSG00000203667	ENSG00000203667.10	COX20	116228
ENSG00000168792	ENSG00000168792.5	ABHD15	116236
ENSG00000160606	ENSG00000160606.11	TLCD1	116238
ENSG00000055211	ENSG00000055211.14	GINM1	116254
ENSG00000166743	ENSG00000166743.10	ACSM1	116285
ENSG00000173207	ENSG00000173207.13	CKS1B	1163
ENSG00000162444	ENSG00000162444.12	RBP7	116362
ENSG00000112053	ENSG00000112053.14	SLC26A8	116369
ENSG00000123975	ENSG00000123975.5	CKS2	1164
ENSG00000155961	ENSG00000155961.5	RAB39B	116442
ENSG00000198785	ENSG00000198785.7	GRIN3A	116443
ENSG00000116032	ENSG00000116032.5	GRIN3B	116444
ENSG00000184428	ENSG00000184428.13	TOP1MT	116447
ENSG00000184221	ENSG00000184221.13	OLIG1	116448
ENSG00000198860	ENSG00000198860.14	TSEN15	116461
ENSG00000135842	ENSG00000135842.17	NIBAN1	116496
ENSG00000184350	ENSG00000184350.11	MRGPRE	116534
ENSG00000204822	ENSG00000204822.7	MRPL53	116540
ENSG00000183617	ENSG00000183617.5	MRPL54	116541
ENSG00000288186	ENSG00000288186.1	PPP1R27	116729
ENSG00000182676	ENSG00000182676.5	PPP1R27	116729
ENSG00000281026	ENSG00000281026.1	N4BP2L2-IT2	116828
ENSG00000163923	ENSG00000163923.10	RPL39L	116832
ENSG00000132622	ENSG00000132622.11	HSPA12B	116835
ENSG00000170037	ENSG00000170037.14	CNTROB	116840
ENSG00000143740	ENSG00000143740.15	SNAP47	116841
ENSG00000164406	ENSG00000164406.8	LEAP2	116842
ENSG00000146409	ENSG00000146409.12	SLC18B1	116843
ENSG00000171236	ENSG00000171236.10	LRG1	116844
ENSG00000144893	ENSG00000144893.13	MED12L	116931
ENSG00000209482	ENSG00000209482.1	SNORD83A	116937
ENSG00000209480	ENSG00000209480.1	SNORD83B	116938
ENSG00000150627	ENSG00000150627.16	WDR17	116966
ENSG00000131584	ENSG00000131584.19	ACAP3	116983
ENSG00000047365	ENSG00000047365.13	ARAP2	116984
ENSG00000186635	ENSG00000186635.16	ARAP1	116985
ENSG00000135439	ENSG00000135439.12	AGAP2	116986
ENSG00000157985	ENSG00000157985.20	AGAP1	116987
ENSG00000133612	ENSG00000133612.20	AGAP3	116988
ENSG00000152382	ENSG00000152382.6	TADA1	117143
ENSG00000175294	ENSG00000175294.6	CATSPER1	117144
ENSG00000159445	ENSG00000159445.13	THEM4	117145
ENSG00000166762	ENSG00000166762.19	CATSPER2	117155
ENSG00000198574	ENSG00000198574.6	SH2D1B	117157
ENSG00000127328	ENSG00000127328.22	RAB3IP	117177
ENSG00000117155	ENSG00000117155.17	SSX2IP	117178
ENSG00000108592	ENSG00000108592.17	FTSJ3	117246
ENSG00000112394	ENSG00000112394.18	SLC16A10	117247
ENSG00000131386	ENSG00000131386.20	GALNT15	117248
ENSG00000161896	ENSG00000161896.12	IP6K3	117283
ENSG00000164691	ENSG00000164691.18	TAGAP	117289
ENSG00000161203	ENSG00000161203.14	AP2M1	1173
ENSG00000106367	ENSG00000106367.15	AP1S1	1174
ENSG00000042753	ENSG00000042753.12	AP2S1	1175
ENSG00000288474	ENSG00000288474.1	RLN3	117579
ENSG00000171136	ENSG00000171136.7	RLN3	117579
ENSG00000288335	ENSG00000288335.2	TWIST2	117581
ENSG00000233608	ENSG00000233608.5	TWIST2	117581
ENSG00000092871	ENSG00000092871.17	RFFL	117584
ENSG00000177879	ENSG00000177879.17	AP3S1	1176
ENSG00000178338	ENSG00000178338.11	ZNF354B	117608
ENSG00000105205	ENSG00000105205.7	CLC	1178
ENSG00000121236	ENSG00000121236.21	TRIM6	117854
ENSG00000087274	ENSG00000087274.19	ADD1	118
ENSG00000188037	ENSG00000188037.14	CLCN1	1180
ENSG00000114859	ENSG00000114859.16	CLCN2	1181
ENSG00000109572	ENSG00000109572.16	CLCN3	1182
ENSG00000073464	ENSG00000073464.13	CLCN4	1183
ENSG00000171365	ENSG00000171365.17	CLCN5	1184
ENSG00000160087	ENSG00000160087.21	UBE2J2	118424
ENSG00000165714	ENSG00000165714.11	BORCS5	118426
ENSG00000280689	ENSG00000280689.3	BORCS5	118426
ENSG00000163297	ENSG00000163297.18	ANTXR2	118429
ENSG00000291064	ENSG00000291064.1	RPL23AP7	118433
ENSG00000223496	ENSG00000223496.3	EXOSC6	118460
ENSG00000198546	ENSG00000198546.15	ZNF511	118472
ENSG00000172586	ENSG00000172586.8	CHCHD1	118487
ENSG00000166343	ENSG00000166343.10	MSS51	118490
ENSG00000156042	ENSG00000156042.19	CFAP70	118491
ENSG00000011021	ENSG00000011021.23	CLCN6	1185
ENSG00000103249	ENSG00000103249.19	CLCN7	1186
ENSG00000179988	ENSG00000179988.15	PSTK	118672
ENSG00000155629	ENSG00000155629.15	PIK3AP1	118788
ENSG00000155256	ENSG00000155256.18	ZFYVE27	118813
ENSG00000165644	ENSG00000165644.11	COMTD1	118881
ENSG00000148690	ENSG00000148690.12	FRA10AC1	118924
ENSG00000152766	ENSG00000152766.6	ANKRD22	118932
ENSG00000156398	ENSG00000156398.13	SFXN2	118980
ENSG00000165650	ENSG00000165650.12	PDZD8	118987
ENSG00000075340	ENSG00000075340.23	ADD2	119
ENSG00000188234	ENSG00000188234.15	AGAP4	119016
ENSG00000166275	ENSG00000166275.16	BORCS7	119032
ENSG00000120885	ENSG00000120885.22	CLU	1191
ENSG00000226651	ENSG00000226651.6	CLIC1	1192
ENSG00000230685	ENSG00000230685.6	CLIC1	1192
ENSG00000226248	ENSG00000226248.6	CLIC1	1192
ENSG00000226417	ENSG00000226417.6	CLIC1	1192
ENSG00000206394	ENSG00000206394.8	CLIC1	1192
ENSG00000223639	ENSG00000223639.6	CLIC1	1192
ENSG00000213719	ENSG00000213719.8	CLIC1	1192
ENSG00000155962	ENSG00000155962.13	CLIC2	1193
ENSG00000065621	ENSG00000065621.15	GSTO2	119391
ENSG00000156384	ENSG00000156384.15	SFR1	119392
ENSG00000013441	ENSG00000013441.17	CLK1	1195
ENSG00000166295	ENSG00000166295.9	ANAPC16	119504
ENSG00000183605	ENSG00000183605.17	SFXN4	119559
ENSG00000261893	ENSG00000261893.5	CLK2	1196
ENSG00000176444	ENSG00000176444.19	CLK2	1196
ENSG00000166352	ENSG00000166352.18	IFTAP	119710
ENSG00000181963	ENSG00000181963.5	OR52K2	119774
ENSG00000179335	ENSG00000179335.20	CLK3	1198
ENSG00000148700	ENSG00000148700.15	ADD3	120
ENSG00000166340	ENSG00000166340.18	TPP1	1200
ENSG00000165905	ENSG00000165905.18	LARGE2	120071
ENSG00000261832	ENSG00000261832.6		1201
ENSG00000188603	ENSG00000188603.22	CLN3	1201
ENSG00000180773	ENSG00000180773.15	SLC36A4	120103
ENSG00000165323	ENSG00000165323.16	FAT3	120114
ENSG00000151715	ENSG00000151715.8	TMEM45B	120224
ENSG00000186104	ENSG00000186104.11	CYP2R1	120227
ENSG00000102805	ENSG00000102805.16	CLN5	1203
ENSG00000150773	ENSG00000150773.12	PIH1D2	120379
ENSG00000204361	ENSG00000204361.10	NXPE2	120406
ENSG00000160593	ENSG00000160593.20	JAML	120425
ENSG00000170946	ENSG00000170946.15	DNAJC24	120526
ENSG00000152219	ENSG00000152219.5	ARL14EP	120534
ENSG00000074201	ENSG00000074201.9	CLNS1A	1207
ENSG00000166153	ENSG00000166153.17	DEPDC4	120863
ENSG00000188906	ENSG00000188906.17	LRRK2	120892
ENSG00000104853	ENSG00000104853.16	CLPTM1	1209
ENSG00000165972	ENSG00000165972.13	CCDC38	120935
ENSG00000165685	ENSG00000165685.9	TMEM52B	120939
ENSG00000185958	ENSG00000185958.10	FAM186A	121006
ENSG00000151131	ENSG00000151131.11	NOPCHAP1	121053
ENSG00000122705	ENSG00000122705.18	CLTA	1211
ENSG00000175416	ENSG00000175416.16	CLTB	1212
ENSG00000151952	ENSG00000151952.16	TMEM132D	121256
ENSG00000139370	ENSG00000139370.12	SLC15A4	121260
ENSG00000167550	ENSG00000167550.11	RHEBL1	121268
ENSG00000167528	ENSG00000167528.13	ZNF641	121274
ENSG00000141367	ENSG00000141367.13	CLTC	1213
ENSG00000170627	ENSG00000170627.11	GTSF1	121355
ENSG00000139350	ENSG00000139350.12	NEDD1	121441
ENSG00000293147	ENSG00000293147.1	SLC9A7P1	121456
ENSG00000166130	ENSG00000166130.15	IKBIP	121457
ENSG00000197837	ENSG00000197837.4	H4C16	121504
ENSG00000139055	ENSG00000139055.7	ERP27	121506
ENSG00000139132	ENSG00000139132.16	FGD4	121512
ENSG00000139154	ENSG00000139154.16	AEBP2	121536
ENSG00000151136	ENSG00000151136.15	ABTB3	121551
ENSG00000189046	ENSG00000189046.11	ALKBH2	121642
ENSG00000157837	ENSG00000157837.16	SPPL3	121665
ENSG00000153495	ENSG00000153495.11	TEX29	121793
ENSG00000133105	ENSG00000133105.8	RXFP2	122042
ENSG00000139737	ENSG00000139737.23	SLAIN1	122060
ENSG00000156414	ENSG00000156414.20	TDRD9	122402
ENSG00000156381	ENSG00000156381.9	ANKRD9	122416
ENSG00000276880	ENSG00000276880.3	IFI27L1	122509
ENSG00000165948	ENSG00000165948.11	IFI27L1	122509
ENSG00000179476	ENSG00000179476.8	C14orf28	122525
ENSG00000182400	ENSG00000182400.15	TRAPPC6B	122553
ENSG00000140104	ENSG00000140104.14	CLBA1	122616
ENSG00000166428	ENSG00000166428.14	PLD4	122618
ENSG00000185100	ENSG00000185100.12	ADSS1	122622
ENSG00000172590	ENSG00000172590.18	MRPL52	122704
ENSG00000165501	ENSG00000165501.17	LRR1	122769
ENSG00000197776	ENSG00000197776.8	KLHDC1	122773
ENSG00000139926	ENSG00000139926.16	FRMD6	122786
ENSG00000180008	ENSG00000180008.9	SOCS4	122809
ENSG00000139977	ENSG00000139977.14	NAA30	122830
ENSG00000165555	ENSG00000165555.10	NOXRED1	122945
ENSG00000140044	ENSG00000140044.13	JDP2	122953
ENSG00000165898	ENSG00000165898.14	ISCA2	122961
ENSG00000147872	ENSG00000147872.10	PLIN2	123
ENSG00000163823	ENSG00000163823.4	CCR1	1230
ENSG00000165533	ENSG00000165533.19	TTC8	123016
ENSG00000276776	ENSG00000276776.4	TC2N	123036
ENSG00000165929	ENSG00000165929.13	TC2N	123036
ENSG00000140090	ENSG00000140090.18	SLC24A4	123041
ENSG00000197119	ENSG00000197119.13	SLC25A29	123096
ENSG00000168350	ENSG00000168350.8	DEGS2	123099
ENSG00000166477	ENSG00000166477.13	LEO1	123169
ENSG00000183625	ENSG00000183625.16	CCR3	1232
ENSG00000169609	ENSG00000169609.14	C15orf40	123207
ENSG00000166192	ENSG00000166192.15	SENP8	123228
ENSG00000103707	ENSG00000103707.10	MTFMT	123263
ENSG00000185418	ENSG00000185418.16	TARS3	123283
ENSG00000183813	ENSG00000183813.7	CCR4	1233
ENSG00000168904	ENSG00000168904.15	LRRC28	123355
ENSG00000160791	ENSG00000160791.14	CCR5	1234
ENSG00000112486	ENSG00000112486.18	CCR6	1235
ENSG00000169758	ENSG00000169758.13	TMEM266	123591
ENSG00000126353	ENSG00000126353.3	CCR7	1236
ENSG00000288478	ENSG00000288478.1	NIPA1	123606
ENSG00000170113	ENSG00000170113.16	NIPA1	123606
ENSG00000156232	ENSG00000156232.7	WHAMM	123720
ENSG00000186628	ENSG00000186628.12	FSD2	123722
ENSG00000291963	ENSG00000291963.1	C16orf46	123775
ENSG00000166455	ENSG00000166455.14	C16orf46	123775
ENSG00000144648	ENSG00000144648.16	ACKR2	1238
ENSG00000275779	ENSG00000275779.4	NTAN1	123803
ENSG00000157045	ENSG00000157045.9	NTAN1	123803
ENSG00000276914	ENSG00000276914.2	CEP20	123811
ENSG00000133393	ENSG00000133393.13	CEP20	123811
ENSG00000154099	ENSG00000154099.18	DNAAF1	123872
ENSG00000183747	ENSG00000183747.12	ACSM2A	123876
ENSG00000188215	ENSG00000188215.10	DCUN1D3	123879
ENSG00000140931	ENSG00000140931.20	CMTM3	123920
ENSG00000174600	ENSG00000174600.14	CMKLR1	1240
ENSG00000158792	ENSG00000158792.16	SPATA2L	124044
ENSG00000167523	ENSG00000167523.15	SPATA33	124045
ENSG00000291939	ENSG00000291939.1	NOXO1	124056
ENSG00000196408	ENSG00000196408.12	NOXO1	124056
ENSG00000285456	ENSG00000285456.2	LTB4R	1241
ENSG00000213903	ENSG00000213903.9	LTB4R	1241
ENSG00000283056	ENSG00000283056.2	ZG16B	124220
ENSG00000162078	ENSG00000162078.12	ZG16B	124220
ENSG00000162073	ENSG00000162073.14	PAQR4	124222
ENSG00000158545	ENSG00000158545.16	ZC3H18	124245
ENSG00000166446	ENSG00000166446.15	CDYL2	124359
ENSG00000023839	ENSG00000023839.12	ABCC2	1244
ENSG00000168096	ENSG00000168096.15	ANKS3	124401
ENSG00000153443	ENSG00000153443.13	UBALD1	124402
ENSG00000197302	ENSG00000197302.11	KRBOX5	124411
ENSG00000149932	ENSG00000149932.17	TMEM219	124446
ENSG00000103356	ENSG00000103356.18	EARS2	124454
